,Precisiones FSDD KNN,Precisiones mrmrMID KNN,Precisiones reliefF KNN,Precisiones FSDD DT,Precisiones mrmrMID DT,Precisiones reliefF DT,Precisiones FSDD NB,Precisiones mrmrMID NB,Precisiones reliefF NB,Precisiones FSDD SVM,Precisiones mrmrMID SVM,Precisiones reliefF SVM
0,0.5587869362363919,0.5587869362363919,0.5276827371695179,0.6003110419906688,0.6003110419906688,0.5618973561430793,0.5766718506998445,0.5766718506998445,0.5486780715396579,0.5863141524105755,0.5863141524105755,0.5559875583203733
1,0.8180404354587869,0.7906687402799377,0.5782270606531881,0.8051321928460342,0.7715396578538103,0.5822706065318818,0.7653188180404356,0.7541213063763608,0.5553654743390357,0.8202177293934682,0.8069984447900467,0.6077760497667185
2,0.8278382581648522,0.8297045101088647,0.8118195956454122,0.7912908242612753,0.7880248833592535,0.7673405909797822,0.762208398133748,0.7632970451010886,0.7304821150855365,0.8362363919129082,0.8373250388802489,0.8174183514774495
3,0.8382581648522551,0.8505443234836703,0.8206842923794713,0.7822706065318819,0.8111975116640746,0.7598755832037325,0.7662519440124417,0.7888024883359253,0.7181959564541214,0.8423017107309487,0.849611197511664,0.8203732503888025
4,0.8513219284603422,0.8609642301710732,0.8314152410575428,0.7939346811819595,0.8180404354587869,0.7954898911353032,0.7643856920684292,0.7847589424572317,0.7527216174183515,0.849611197511664,0.8578538102643858,0.8382581648522551
5,0.8513219284603422,0.8642301710730949,0.8399688958009331,0.7906687402799377,0.8225505443234837,0.7906687402799378,0.7642301710730949,0.7853810264385692,0.7440124416796268,0.849611197511664,0.8631415241057543,0.8409020217729394
6,0.8561430793157077,0.8744945567651633,0.8572317262830482,0.7961119751166408,0.833592534992224,0.8091757387247278,0.7618973561430793,0.7895800933125972,0.766407465007776,0.8510108864696735,0.8696734059097979,0.8538102643856921
7,0.859253499222395,0.8740279937791602,0.8681181959564541,0.7936236391912908,0.8317262830482115,0.8262830482115086,0.7629860031104199,0.7880248833592535,0.7720062208398134,0.8530326594090203,0.8704510108864697,0.8654743390357698
8,0.8608087091757387,0.8771384136858476,0.8776049766718507,0.7948678071539658,0.8286158631415241,0.81850699844479,0.7628304821150855,0.7877138413685847,0.7786936236391913,0.8594090202177294,0.8720062208398134,0.873094867807154
9,0.8598755832037326,0.8804043545878694,0.8818040435458787,0.7950233281493002,0.8312597200622084,0.8320373250388802,0.7587869362363919,0.7875583203732504,0.7875583203732504,0.8604976671850699,0.8754276827371695,0.8727838258164853
10,0.8762052877138413,0.8852255054432349,0.8828926905132193,0.8284603421461898,0.8356143079315708,0.8301710730948678,0.7824261275272162,0.7902021772939347,0.7850699844479004,0.8729393468118196,0.8746500777604976,0.8749611197511664
11,0.8774494556765163,0.882737169517885,0.8838258164852255,0.8314152410575428,0.8362363919129083,0.8441679626749612,0.7813374805598756,0.7836702954898911,0.7898911353032659,0.8729393468118196,0.8752721617418351,0.8783825816485226
12,0.8771384136858476,0.8836702954898912,0.8847589424572317,0.8248833592534992,0.8353032659409021,0.8402799377916019,0.7805598755832037,0.7839813374805599,0.7914463452566096,0.8734059097978227,0.8769828926905132,0.8769828926905132
13,0.8800933125972006,0.882737169517885,0.8897356143079316,0.8253499222395023,0.833592534992224,0.8388802488335925,0.7769828926905132,0.7816485225505443,0.7917573872472784,0.8744945567651633,0.8755832037325039,0.882737169517885
14,0.88149300155521,0.8880248833592534,0.8877138413685848,0.828149300155521,0.8368584758942457,0.8307931570762053,0.7741835147744945,0.7852255054432349,0.7912908242612753,0.871850699844479,0.8782270606531881,0.8833592534992224
15,0.8846034214618974,0.8889580093312597,0.8869362363919129,0.8262830482115086,0.8289269051321928,0.836547433903577,0.7841368584758942,0.7852255054432349,0.7906687402799377,0.8732503888024883,0.8779160186625194,0.881959564541213
16,0.885692068429238,0.888646967340591,0.8889580093312597,0.8244167962674961,0.8304821150855366,0.8368584758942457,0.7813374805598756,0.7800933125972006,0.7923794712286159,0.872628304821151,0.8771384136858476,0.882737169517885
17,0.8846034214618974,0.8875583203732504,0.889113530326594,0.8259720062208398,0.8356143079315708,0.8379471228615863,0.7816485225505443,0.7838258164852255,0.7925349922239502,0.8735614307931571,0.8782270606531881,0.882737169517885
18,0.8828926905132193,0.8869362363919129,0.8930015552099533,0.8244167962674962,0.8314152410575428,0.8387247278382581,0.7813374805598756,0.7849144634525661,0.7914463452566096,0.8735614307931571,0.8802488335925349,0.8822706065318818
19,0.891601866251944,0.8878693623639191,0.8939346811819595,0.8323483670295491,0.8348367029548989,0.8415241057542768,0.7860031104199067,0.7863141524105755,0.7919129082426127,0.8771384136858476,0.8800933125972006,0.8808709175738725
20,0.8898911353032659,0.8881804043545879,0.8944012441679626,0.8345256609642302,0.8396578538102644,0.8342146189735615,0.7863141524105755,0.7891135303265941,0.7909797822706066,0.8771384136858476,0.8821150855365474,0.8808709175738725
21,0.889113530326594,0.8898911353032659,0.8923794712286159,0.8413685847589425,0.8379471228615862,0.8368584758942457,0.7875583203732504,0.7886469673405909,0.7895800933125972,0.8805598755832037,0.8830482115085536,0.8810264385692068
22,0.8906687402799378,0.8912908242612754,0.891601866251944,0.8421461897356144,0.8357698289269051,0.8307931570762053,0.7889580093312597,0.7869362363919129,0.7906687402799378,0.8813374805598756,0.8838258164852255,0.8811819595645412
23,0.891601866251944,0.8934681181959565,0.8950233281493002,0.8412130637636082,0.8379471228615863,0.8377916018662519,0.7922239502332815,0.7884914463452566,0.791135303265941,0.8811819595645412,0.8835147744945568,0.8818040435458787
24,0.8933125972006222,0.8945567651632971,0.8950233281493001,0.8416796267496112,0.8438569206842923,0.8351477449455676,0.791601866251944,0.7917573872472784,0.7919129082426128,0.8825816485225506,0.8842923794712286,0.8838258164852255
25,0.891601866251944,0.8940902021772938,0.8942457231726283,0.8443234836702955,0.8458786936236391,0.8339035769828926,0.7939346811819595,0.7944012441679627,0.7933125972006221,0.883203732503888,0.8849144634525661,0.8847589424572317
26,0.8939346811819595,0.8939346811819595,0.8934681181959565,0.8474339035769829,0.8493001555209954,0.8376360808709176,0.795800933125972,0.795800933125972,0.791601866251944,0.8852255054432348,0.8852255054432348,0.8825816485225506
27,0.8944012441679627,0.8942457231726283,0.8944012441679627,0.8471228615863141,0.8443234836702955,0.8362363919129082,0.7962674961119751,0.794556765163297,0.7923794712286159,0.8867807153965785,0.8870917573872473,0.8825816485225506
28,0.8951788491446345,0.8934681181959565,0.8956454121306376,0.843234836702955,0.84199066874028,0.8374805598755832,0.7965785381026439,0.7944012441679627,0.7936236391912908,0.885692068429238,0.8860031104199066,0.8836702954898912
29,0.8951788491446345,0.8942457231726283,0.8923794712286159,0.8421461897356143,0.843701399688958,0.8390357698289269,0.7972006220839813,0.7951788491446345,0.7937791601866252,0.8863141524105754,0.8872472783825816,0.8839813374805598
30,0.8926905132192846,0.894090202177294,0.8931570762052877,0.8416796267496112,0.8426127527216174,0.8343701399688958,0.7965785381026439,0.795800933125972,0.7925349922239502,0.8867807153965785,0.8852255054432349,0.8839813374805598
31,0.8919129082426127,0.8937791601866252,0.8930015552099533,0.8370139968895801,0.8427682737169517,0.8351477449455676,0.7953343701399689,0.7959564541213064,0.7928460342146191,0.885692068429238,0.8867807153965785,0.8838258164852255
32,0.8930015552099533,0.8954898911353033,0.8930015552099533,0.8404354587869363,0.8393468118195957,0.8301710730948677,0.794090202177294,0.7944012441679627,0.7936236391912909,0.8849144634525661,0.886158631415241,0.8841368584758942
33,0.8926905132192846,0.8961119751166408,0.8933125972006221,0.83950233281493,0.8320373250388802,0.8353032659409021,0.7961119751166408,0.7961119751166408,0.7948678071539658,0.8855365474339036,0.8872472783825817,0.8864696734059099
